//Index   Group   StartIndex   StartValue   ObjectiveMap   ObjectiveMapX   ObjectiveMapY   ObjectiveGate   ObjectiveType   ObjectiveIndex   ObjectiveCount   ObjectiveClass   ObjectiveRatio   RewardExpValue   RewardZenValue   RewardConValue   RewardMainIndex   RewardMainLevel   RewardMainCount   RewardSideIndex   RewardSideLevel   RewardSideCount   RewardPlusIndex   RewardPlusLevel   RewardPlusCount   RequirePriority   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL      GC
477       18      2            257          4              212             245             31              2               34               50               *                *                84000            84000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 171               179               *               *            0            0       1       1       1       1       0       1       1       0       1       0
478       18      2            257          51             215             43              269             2               425              50               *                *                84000            84000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 171               179               *               *            0            1       0       0       0       0       1       0       0       1       0       0
479       18      2            257          4              118             230             33              2               41               50               *                *                95000            95000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 180               189               *               *            0            0       1       1       1       1       0       1       1       0       1       0
480       18      2            257          4              211             96              29              2               36               50               *                *                95000            95000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 180               189               *               *            0            1       0       0       0       0       1       0       0       1       0       0
481       18      2            257          4              107             106             35              2               37               50               *                *                110000           110000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 190               199               *               *            0            0       1       1       1       1       0       1       1       0       1       0
482       18      2            257          4              212             245             31              2               34               50               *                *                110000           110000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 190               199               *               *            0            1       0       0       0       0       1       0       0       1       0       0
483       18      2            257          4              115             28              37              2               40               50               *                *                120000           120000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 200               209               *               *            0            0       1       1       1       1       0       1       1       0       1       0
484       18      2            257          4              118             230             33              2               41               50               *                *                120000           120000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 200               209               *               *            0            1       0       0       0       0       1       0       0       1       0       0
485       18      2            257          4              30              33              39              2               35               60               *                *                130000           130000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 210               219               *               *            0            0       1       1       1       1       0       1       1       0       1       0
486       18      2            257          4              107             106             35              2               37               60               *                *                130000           130000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 210               219               *               *            0            1       0       0       0       0       1       0       0       1       0       0
487       18      2            257          4              115             28              37              2               40               60               *                *                0                0                0                6159              0                 1                 *                 *                 *                 *                 *                 *                 *                 220               229               *               *            *            0       1       1       1       1       0       1       1       0       1       0
488       18      2            257          4              115             28              37              2               40               60               *                *                0                0                0                6159              0                 1                 *                 *                 *                 *                 *                 *                 *                 220               229               *               *            *            1       0       0       0       0       1       0       0       1       0       0
489       18      2            257          4              115             28              37              2               40               60               *                *                140000           140000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 220               229               *               *            0            0       1       1       1       1       0       1       1       0       1       0
490       18      2            257          4              115             28              37              2               40               60               *                *                140000           140000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 220               229               *               *            0            1       0       0       0       0       1       0       0       1       1       0
491       18      2            257          8              179             111             57              2               62               60               *                *                0                0                0                6159              0                 1                 *                 *                 *                 *                 *                 *                 *                 230               234               *               *            *            1       1       1       1       1       1       1       1       1       1       1
492       18      2            257          8              179             111             57              2               62               60               *                *                150000           150000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 230               234               *               *            0            1       1       1       1       1       1       1       1       1       1       1
493       18      2            257          8              133             93              57              2               60               60               *                *                0                0                0                7182              0                 1                 *                 *                 *                 *                 *                 *                 *                 235               239               *               *            *            1       1       1       1       1       1       1       1       1       1       1
494       18      2            257          8              133             93              57              2               60               60               *                *                160000           160000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 235               239               *               *            0            1       1       1       1       1       1       1       1       1       1       1
495       18      2            257          8              60              83              57              2               57               60               *                *                0                0                0                7182              0                 1                 *                 *                 *                 *                 *                 *                 *                 240               244               *               *            *            1       1       1       1       1       1       1       1       1       1       1
496       18      2            257          8              60              83              57              2               57               60               *                *                170000           170000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 240               244               *               *            0            1       1       1       1       1       1       1       1       1       1       1
497       18      2            257          10             17              19              63              2               69               80               *                *                0                0                0                7181              0                 1                 *                 *                 *                 *                 *                 *                 *                 245               249               *               *            *            1       1       1       1       1       1       1       1       1       1       1
498       18      2            257          10             17              19              63              2               69               80               *                *                180000           180000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 245               249               *               *            0            1       1       1       1       1       1       1       1       1       1       1
499       18      2            257          10             66              75              63              2               71               80               *                *                0                0                0                7181              0                 1                 *                 *                 *                 *                 *                 *                 *                 250               254               *               *            *            1       1       1       1       1       1       1       1       1       1       1
500       18      2            257          10             66              75              63              2               71               80               *                *                190000           190000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 250               254               *               *            0            1       1       1       1       1       1       1       1       1       1       1
501       18      2            257          10             66              75              63              2               71               80               *                *                0                0                0                7181              0                 1                 *                 *                 *                 *                 *                 *                 *                 255               259               *               *            *            1       1       1       1       1       1       1       1       1       1       1
502       18      2            257          10             66              75              63              2               71               80               *                *                200000           200000           0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 255               259               *               *            0            1       1       1       1       1       1       1       1       1       1       1
503       18      2            257          8              179             111             57              8               *                100              *                *                80000            0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 260               289               *               *            0            1       1       1       1       1       1       1       1       1       1       1
504       18      2            257          8              179             111             57              1               2566             1                *                *                50000            0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 260               289               *               *            0            1       1       1       1       1       1       1       1       1       1       1
505       18      2            257          8              179             111             57              1               6658             1                *                *                100000           0                0                *                 *                 215               *                 *                 *                 *                 *                 *                 503               260               289               *               *            0            1       1       1       1       1       1       1       1       1       1       1
506       18      2            257          10             13              20              63              8               *                100              *                *                100000           0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 290               319               *               *            0            1       1       1       1       1       1       1       1       1       1       1
507       18      2            257          10             13              20              63              1               16               1                *                *                80000            0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 290               319               *               *            0            1       1       1       1       1       1       1       1       1       1       1
508       18      2            257          10             13              20              63              1               1029             1                *                *                120000           0                0                *                 *                 215               *                 *                 *                 *                 *                 *                 506               290               319               *               *            0            1       1       1       1       1       1       1       1       1       1       1
509       18      2            257          37             206             38              141             8               *                100              *                *                100000           0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 320               349               *               *            0            1       1       1       1       1       1       1       1       1       1       1
510       18      2            257          37             206             38              141             1               1029             1                *                *                130000           0                0                *                 *                 215               *                 *                 *                 *                 *                 *                 509               320               349               *               *            0            1       1       1       1       1       1       1       1       1       1       1
511       18      1            350          2              204             59              22              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
512       18      2            566          2              204             59              22              6               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
513       18      1            567          29             9               19              93              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               1            *            1       1       1       1       1       1       1       1       1       1       1
514       18      2            567          29             9               19              93              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               1            *            1       1       1       1       1       1       1       1       1       1       1
515       18      2            567          29             36              23              93              8               *                100              *                *                1000000          0                0                7326              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               *               1            12           1       1       1       1       1       1       1       1       1       1       1
516       18      1            350          0              131             138             17              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               2            *            1       1       1       1       1       1       1       1       1       1       1
517       18      1            350          3              186             109             27              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               2            *            1       1       1       1       1       1       1       1       1       1       1
518       18      1            350          51             55              199             267             5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               2            *            1       1       1       1       1       1       1       1       1       1       1
519       18      1            350          2              226             52              22              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               2            *            1       1       1       1       1       1       1       1       1       1       1
520       18      2            568          51             55              199             267             6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               2            *            1       1       1       1       1       1       1       1       1       1       1
521       18      2            568          33             119             51              140             1               7322             10               304              200              0                1000000          0                7325              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               *               2            12           1       1       1       1       1       1       1       1       1       1       1
522       18      1            350          0              145             128             17              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               1               3            *            1       1       1       1       1       1       1       1       1       1       1
523       18      2            543          0              145             128             17              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               1               3            *            1       1       1       1       1       1       1       1       1       1       1
524       18      2            543          63             174             193             294             8               *                100              *                *                0                0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               1               3            12           1       1       1       1       1       1       1       1       1       1       1
525       18      1            350          3              168             100             27              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               2               3            *            1       1       1       1       1       1       1       1       1       1       1
526       18      2            544          3              168             100             27              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               2               3            *            1       1       1       1       1       1       1       1       1       1       1
527       18      2            544          63             174             193             294             8               *                100              *                *                0                0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               2               3            12           1       1       1       1       1       1       1       1       1       1       1
528       18      1            567          29             9               19              93              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               4            *            1       1       1       1       1       1       1       1       1       1       1
529       18      2            567          29             9               19              93              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               4            *            1       1       1       1       1       1       1       1       1       1       1
530       18      2            567          29             36              23              93              8               *                100              *                *                1000000          0                0                7326              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               *               4            12           1       1       1       1       1       1       1       1       1       1       1
531       18      1            350          0              131             138             17              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               5            *            1       1       1       1       1       1       1       1       1       1       1
532       18      1            350          3              186             109             27              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               5            *            1       1       1       1       1       1       1       1       1       1       1
533       18      1            350          51             55              199             267             5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               5            *            1       1       1       1       1       1       1       1       1       1       1
534       18      1            350          2              226             52              22              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               5            *            1       1       1       1       1       1       1       1       1       1       1
535       18      2            568          51             55              199             267             6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               5            *            1       1       1       1       1       1       1       1       1       1       1
536       18      2            568          63             146             201             294             1               7324             10               484              200              0                1000000          0                7325              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               *               5            12           1       1       1       1       1       1       1       1       1       1       1
537       18      1            350          0              145             128             17              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               1               6            *            1       1       1       1       1       1       1       1       1       1       1
538       18      2            543          0              145             128             17              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               1               6            *            1       1       1       1       1       1       1       1       1       1       1
539       18      2            543          63             174             193             294             8               *                100              *                *                0                0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               1               6            12           1       1       1       1       1       1       1       1       1       1       1
540       18      1            350          3              168             100             27              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               2               6            *            1       1       1       1       1       1       1       1       1       1       1
541       18      2            544          3              168             100             27              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               2               6            *            1       1       1       1       1       1       1       1       1       1       1
542       18      2            544          63             174             193             294             8               *                100              *                *                0                0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               2               6            12           1       1       1       1       1       1       1       1       1       1       1
543       18      1            350          2              204             59              22              5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               0            *            1       1       1       1       1       1       1       1       1       1       1
544       18      2            566          2              204             59              22              6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 350               400               *               0            *            1       1       1       1       1       1       1       1       1       1       1
545       18      2            567          33             140             21              119             8               *                100              *                *                1000000          0                0                7325              0                 1                 *                 *                 *                 *                 *                 *                 513               350               400               *               0            12           1       1       1       1       1       1       1       1       1       1       1
546       18      1            401          91             30              208             417             5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 401               *                 *               1            *            1       1       1       1       1       1       1       1       1       1       1
547       18      2            581          91             30              208             417             6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 401               *                 *               1            *            1       1       1       1       1       1       1       1       1       1       1
548       18      2            581          91             53              190             419             2               593              30               *                *                500000           0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 546               401               *                 *               1            12           1       1       1       1       1       1       1       1       1       1       1
549       18      1            401          91             30              208             417             5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 401               *                 *               2            *            1       1       1       1       1       1       1       1       1       1       1
550       18      2            581          91             30              208             417             6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 401               *                 *               2            *            1       1       1       1       1       1       1       1       1       1       1
551       18      2            581          91             53              190             419             2               592              30               *                *                500000           0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 546               401               *                 *               2            12           1       1       1       1       1       1       1       1       1       1       1
552       18      1            401          91             30              208             417             5               *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 401               *                 *               3            *            1       1       1       1       1       1       1       1       1       1       1
553       18      2            581          91             30              208             417             6               *                1                *                *                5000             0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 401               *                 *               3            *            1       1       1       1       1       1       1       1       1       1       1
554       18      2            581          91             53              190             419             2               594              30               *                *                500000           0                0                7327              0                 1                 *                 *                 *                 *                 *                 *                 546               401               *                 *               3            12           1       1       1       1       1       1       1       1       1       1       1
